Universidad,Tipo Titulación,Facultad,Titulación,Título,Autor,Año,URL,Archivo Abstract,Palabras Clave,Idioma Abstract
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Desarrollo de un chatbot para modelado colaborativo en Skype,"Fernández Arroyo, Ismael",2019,https://repositorio.uam.es/handle/10486/688983,abstracts_uam_TFG\Desarrollo_de_un_chatbot_para__2019_51680128.txt,Chatbots; Bots; Modelado colaborativo,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Diseño e implementación de una red social de eventos para Android,"Quinto Barbado, Eduardo de",2019,https://repositorio.uam.es/handle/10486/688897,abstracts_uam_TFG\Dise_o_e_implementaci_n_de_una_2019_11859107.txt,Redes Sociales; Eventos; Android,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Aplicación de captura de datasets y demostración de algoritmos de detección de ritmo cardíaco mediante análisis de secuencias de vídeo,"Simón Chico, Julia",2019,https://repositorio.uam.es/handle/10486/688882,abstracts_uam_TFG\Aplicaci_n_de_captura_de_datas_2019_23218501.txt,Ritmo cardíaco; dataset; bluetooth,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Detección de señales tempranas de eventos terroristas en flujo continuo de tweets,"Vadillo Aguilera, Álvaro",2019,https://repositorio.uam.es/handle/10486/688885,abstracts_uam_TFG\Detecci_n_de_se_ales_tempranas_2019_33873739.txt,Detección de personas; ISIS; ISIL,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Hub de citación online entre aseguradoras y agendas médicas,"Burgos Fonseca, David de",2019,https://repositorio.uam.es/handle/10486/688879,abstracts_uam_TFG\Hub_de_citaci_n_online_entre_a_2019_16510125.txt,Salud; citación online; aseguradora médica,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Programación del adaptador de impedancias AI4S mediante el protocolo de comunicación Modbus,"Valentín Ochoa, Julián",2019,https://repositorio.uam.es/handle/10486/688888,abstracts_uam_TFG\Programaci_n_del_adaptador_de__2019_22589705.txt,Tuner; Impedance; Microwaves,eng
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Aceleración de un motor FIX mediante DPDK para mejorar la rentabilidad de estrategias que operan en FOREX,"Aguilera Hernández, Luis",2019,https://repositorio.uam.es/handle/10486/688889,abstracts_uam_TFG\Aceleraci_n_de_un_motor_FIX_me_2019_95549385.txt,DPDK; ANS; Hipervisor,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,"Development of a Python package for Functional Data Analysis. Depth measures, applications and clustering","Hernando Bernabé, Amanda",2019,https://repositorio.uam.es/handle/10486/688858,abstracts_uam_TFG\Development_of_a_Python_packag_2019_46752525.txt,Functional Data Analysis; Depth Measures; Boxplot,eng
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Evaluación empírica de la usabilidad de un chatbot,"Nevado Labrador, Andrea",2019,https://repositorio.uam.es/handle/10486/688854,abstracts_uam_TFG\Evaluaci_n_emp_rica_de_la_usab_2019_65386835.txt,Usabilidad; Chatbot; Experimento,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,ENCODE: Tutor online de Programación,"Frías Díaz, Abel",2019,https://repositorio.uam.es/handle/10486/688876,abstracts_uam_TFG\ENCODE__Tutor_online_de_Progra_2019_74023380.txt,Herramienta de aprendizaje; aplicación web; lenguaje de programación,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Functional programming paradigm for machine learning algorithms in data mining,"Fernández de Alarcón Gervás, Miguel",2019,https://repositorio.uam.es/handle/10486/688868,abstracts_uam_TFG\Functional_programming_paradig_2019_88333940.txt,Haskell; Python; functional,eng
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Análisis de datos funcionales: representación en bases y regresión funcional en scikit-fda,"Pérez Manso, Pablo",2019,https://repositorio.uam.es/handle/10486/688860,abstracts_uam_TFG\An_lisis_de_datos_funcionales__2019_74505994.txt,,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Codificación en random forest para el procesamiento de series temporales,"Santos Martín, Ana de",2019,https://repositorio.uam.es/handle/10486/688866,abstracts_uam_TFG\Codificaci_n_en_random_forest__2019_90368961.txt,Clasificación de series temporales; Random Forest; Codificación temporal,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Early detection of lung cancer through nodule characterization by Deep Learning,"González Rodríguez, Andrea",2019,https://repositorio.uam.es/handle/10486/689070,abstracts_uam_TFG\Early_detection_of_lung_cancer_2019_60372138.txt,Lung nodule; LIDC-IDRI dataset; transfer learning,eng
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,"Proyecto de educación para la salud: “Chemsex”, reducción de riesgos.","Bustos Gómez, Gaudencio de",2019,https://repositorio.uam.es/handle/10486/690215,abstracts_uam_TFG\Proyecto_de_educaci_n_para_la__2019_6334883.txt,Chemsex; HSH; Drogas; ITS/ETS; Sexo; Chemsex; MSM; Drugs; STI/STD; Sex,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Consecuencias de la violencia de pareja en la infancia y repercusiones en la edad adulta,"Salas Niquinga, Joselín Estefanía",2019,https://repositorio.uam.es/handle/10486/690214,abstracts_uam_TFG\Consecuencias_de_la_violencia__2019_66464441.txt,Violencia de pareja; Desarrollo infantil; Consecuencia; Intervenciones; Intimate partner violence; Child development; Consequences; Interventions,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Optimización del itinerario de servicios para el desempleado,"Bravo Santos, Sergio",2019,https://repositorio.uam.es/handle/10486/689126,abstracts_uam_TFG\Optimizaci_n_del_itinerario_de_2019_68050011.txt,Accenture; Comunidad de Madrid; Desempleados,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Imagen social e identidad profesional de la enfermería. Cuestiones de género,"Cantó Hernando, Ángela",2017,https://repositorio.uam.es/handle/10486/680310,abstracts_uam_TFG\Imagen_social_e_identidad_prof_2017_64367501.txt,Identidad profesional; Género; Imagen social; Autonomía profesional; Identificación social; Estereotipos; Rol profesional; Imagen profesional; Enfermeras; Professional Identity; Gender; Social image; Professional autonomy; Social identification; Stereotypes; Professional role; Professional image; Nurses,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Valoración del dolor en el paciente pediátrico hospitalizado. Revisión narrativa,"Reyes Corrales, Inés de los",2017,https://repositorio.uam.es/handle/10486/680307,abstracts_uam_TFG\Valoraci_n_del_dolor_en_el_pac_2017_66556948.txt,Medición del dolor; Valoración del dolor; Pediatría; Paciente pediátrico hospitalizado; Escalas del dolor; Pain measurement; Pain assessment; Pediatrics; Hospitalized pediatric patient; Pain scales,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Estudio de metadatos de la cadena de bloques de Bitcoin,"Carballo Gómez, Luis Ignacio",2019,https://repositorio.uam.es/handle/10486/688840,abstracts_uam_TFG\Estudio_de_metadatos_de_la_cad_2019_95633531.txt,Bitcoin; Blockchain; Transacción,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Funciones de adquisición heurísticas para Optimización Bayesiana,"Jariego Pérez, Luis Carlos",2019,https://repositorio.uam.es/handle/10486/688845,abstracts_uam_TFG\Funciones_de_adquisici_n_heur__2019_19835373.txt,Optimización bayesiana; función de adquisición,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Plataforma de recomendación con aprendizaje por refuerzo,"Redondo Almagro, Marcos",2019,https://repositorio.uam.es/handle/10486/688913,abstracts_uam_TFG\Plataforma_de_recomendaci_n_co_2019_53183787.txt,Aprendizaje por refuerzo; Sistemas de recomendación; Relevancia,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,La realidad aumentada en el entorno de la educación especial,"López Sanz, Alejandro",2019,https://repositorio.uam.es/handle/10486/688942,abstracts_uam_TFG\La_realidad_aumentada_en_el_en_2019_47421311.txt,Aplicación; Android; Educación,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Analizador sintáctico del español accesible online basado en gramática de dependencias,"Juárez Rodríguez, Javier",2019,https://repositorio.uam.es/handle/10486/688904,abstracts_uam_TFG\Analizador_sint_ctico_del_espa_2019_24504447.txt,Analizador; root; dependencias,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Aplicación de la técnica Personas en un proyecto de desarrollo ágil con Scrum,"Losana Ferrer, Patricia",2019,https://repositorio.uam.es/handle/10486/688908,abstracts_uam_TFG\Aplicaci_n_de_la_t_cnica_Perso_2019_77930328.txt,Personas; Desarrollo Ágil; Scrum,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Diseño e implementación de un sistema de representación de flujos de red,"París Murillo, Raúl",2019,https://repositorio.uam.es/handle/10486/689040,abstracts_uam_TFG\Dise_o_e_implementaci_n_de_un__2019_46826493.txt,Monitorización de tráfico; base de datos masiva; tratamiento masivo de datos,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Circuitos digitales combinacionales en FPGAs,"Duque Casero, Domingo",2019,https://repositorio.uam.es/handle/10486/689016,abstracts_uam_TFG\Circuitos_digitales_combinacio_2019_82286953.txt,FPGA; ASIC; consumo de potencia,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Estudio de detección de ciberataques en Internet mediante algoritmos de clasificación de parámetros de tráfico,"Sánchez Caballero, Javier",2019,https://repositorio.uam.es/handle/10486/689047,abstracts_uam_TFG\Estudio_de_detecci_n_de_cibera_2019_42569732.txt,J48; Weka; Ciberataques,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Segmentación de tráfico en Internet mediante la clasificación de parámetros estadísticos,"Ruiz Santos, Alberto",2019,https://repositorio.uam.es/handle/10486/689042,abstracts_uam_TFG\Segmentaci_n_de_tr_fico_en_Int_2019_67405857.txt,Matlab; α-estable; k-means,spa
Universidad Autónoma de Madrid,Grado,Facultad de Ciencias,Trabajo Fin de Grado de Nutrición Humana y Dietética,Nutrición en las poblaciones del pasado: Dieta Mediterránea,"Cano Gil, Andrea",2016,https://repositorio.uam.es/handle/10486/685324,abstracts_uam_TFG\Nutrici_n_en_las_poblaciones_d_2016_40557013.txt,dieta mediterránea; paleopatología; paleoestomatología; alimentación,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Discriminación algorítmica: Estudio del sesgo en arquitecturas de aprendizaje profundo,"Fernández de la Morena, Berta",2019,https://repositorio.uam.es/handle/10486/689056,abstracts_uam_TFG\Discriminaci_n_algor_tmica__Es_2019_4696111.txt,Reconocimiento facial; sesgo; género,spa
Universidad Autónoma de Madrid,Grado,Facultad de Ciencias Económicas y Empresariales,"Trabajo Fin de Grado. Curso Académico 2018-2019. Grado en Filosofía, Política y Economía. Calificado con Matrícula de Honor",Accidentes de trabajo mortales en España: Una visión histórica-estructural,"Ruiz Pérez, Germán",2019,https://repositorio.uam.es/handle/10486/688826,abstracts_uam_TFG\Accidentes_de_trabajo_mortales_2019_73547953.txt,Accidentes laborales; España; Mortalidad; Causas; Cuestión de clase,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Gestión de situaciones conflictivas interpersonales durante el desarrollo de proyectos informáticos,"Pablo García, Beatriz de",2018,https://repositorio.uam.es/handle/10486/688523,abstracts_uam_TFG\Gesti_n_de_situaciones_conflic_2018_81874349.txt,Gestión; Conflicto interpersonal; Riesgos,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Aplicación móvil para la captura guiada de imágenes precisas de objetos para su análisis detallado,"Gómez Galván, Jorge",2019,https://repositorio.uam.es/handle/10486/689491,abstracts_uam_TFG\Aplicaci_n_m_vil_para_la_captu_2019_6547003.txt,Aplicación; Android; detección,spa
Universidad Autónoma de Madrid,Grado,Facultad de Ciencias Económicas y Empresariales,Trabajo Fin de Grado en  Administración y Dirección de Empresas. Curso Académico 2019-2020,Perspectiva de género en la economía española,"López Polinario, Ana",2020,https://repositorio.uam.es/handle/10486/692214,abstracts_uam_TFG\Perspectiva_de_g_nero_en_la_ec_2020_27074598.txt,desigualdad de género; techo de cristal; suelo pegajoso; discriminación laboral; brecha salarial,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Actuación enfermera con adolescentes adictos a las nuevas tecnologías,"Lombardero San Cristóbal, Andrea",2018,https://repositorio.uam.es/handle/10486/684899,abstracts_uam_TFG\Actuaci_n_enfermera_con_adoles_2018_61684488.txt,Relaciones familiares; Adolescencia; Trastornos de salud mental; Soledad; Estrés; Trastornos relacionados con la autoimagen; Redes sociales; Internet; Family relationships; Adolescence; Mental health disorders; Loneliness; Stress; Disorders related to self-image; Social networks and the Internet,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Lactancia Materna en el Síndrome de Abstinencia Neonatal secundario a la exposición intrauterina al tratamiento de mantenimiento con metadona o buprenorfina. Revisión narrativa.,"Lillo García, Alicia",2018,https://repositorio.uam.es/handle/10486/684898,abstracts_uam_TFG\Lactancia_Materna_en_el_S_ndro_2018_11354810.txt,Síndrome de abstinencia neonatal; Lactancia materna; Metadona; Buprenorfina; Neonatal abstinence syndrome; Breastfeeding; Methadone; Buprenorphine,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Reacción y resiliencia ante la hospitalización infantil,"Goicoechea Núñez, María",2018,https://repositorio.uam.es/handle/10486/684871,abstracts_uam_TFG\Reacci_n_y_resiliencia_ante_la_2018_92749938.txt,Resiliencia; Afrontamiento; Hospitalización infantil; Familia; Resilience; Coping; Hospitalized Child; Family,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Proyecto de educación para la salud para personas con EPOC,"Herrera Cob, Lucía",2018,https://repositorio.uam.es/handle/10486/684884,abstracts_uam_TFG\Proyecto_de_educaci_n_para_la__2018_79982102.txt,EPOC; Educación para la salud; Autocuidado; Health education; self-care; COPD,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,"La experiencia de los padres, madres y profesionales enfermeros en relación a la participación familiar en la hospitalización infantil.","Sánchez Robledo, Marta",2020,https://repositorio.uam.es/handle/10486/691513,abstracts_uam_TFG\La_experiencia_de_los_padres___2020_3969310.txt,Enfermería de la familia; Padres; Niño hospitalizado; Participación; Family nursing; Parents; Child; Hospitalized; Participation,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Influencia de los medios de comunicación en el bullying. Papel de la enfermera,"Sáenz de Cortázar Jiménez, Beatriz",2020,https://repositorio.uam.es/handle/10486/691511,abstracts_uam_TFG\Influencia_de_los_medios_de_co_2020_30243738.txt,Acoso escolar; Violencia; Medios de comunicación; Medios de comunicación de masas; Red social; Instituciones académicas; Bullying; Violence; Communications media; Mass media; Social networking; Schools,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Desarrollo de un disector de tráfico para el protocolo QUIC,"Morales Gómez, Víctor",2019,https://repositorio.uam.es/handle/10486/689525,abstracts_uam_TFG\Desarrollo_de_un_disector_de_t_2019_88126499.txt,Análisis; TCP; TLS,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Tecnologías WHMS (Wearable Health Monitoring Systems): Medida de la frecuencia cardíaca y la saturación de oxígeno,"Capcha Alania, José Ignacio",2019,https://repositorio.uam.es/handle/10486/689527,abstracts_uam_TFG\Tecnolog_as_WHMS__Wearable_Hea_2019_56942390.txt,Tecnologías WHMS; Pulsioxímetro; Sensor,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Estudio empírico de la aplicación de técnicas de usabilidad adaptadas en OpenOffice Writer y LibreOffice Writer,"Pizarro Mendoza, Roberto Andrés",2018,https://repositorio.uam.es/handle/10486/688084,abstracts_uam_TFG\Estudio_emp_rico_de_la_aplicac_2018_37887091.txt,Usabilidad; Evaluación Heurística; Personas,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Extensiones nativas para estación de control en tierra de pilotos automáticos,"López-Diéguez Asensio, Jorge",2018,https://repositorio.uam.es/handle/10486/688102,abstracts_uam_TFG\Extensiones_nativas_para_estac_2018_48589572.txt,Librería; DLL; Framework,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Localización automática de cámaras en sistemas de análisis de vídeo con múltiples vistas,"Sepúlveda Jorcano, Enrique",2018,https://repositorio.uam.es/handle/10486/688442,abstracts_uam_TFG\Localizaci_n_autom_tica_de_c_m_2018_57407300.txt,Calibración automática; OpenCV; altura humana,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Interfaz gráfica para interactuar con resultados de evaluación orientada a sistemas de recomendación,"Morato Mateos, Ricardo",2018,https://repositorio.uam.es/handle/10486/688113,abstracts_uam_TFG\Interfaz_gr_fica_para_interact_2018_17358810.txt,Sistemas de recomendación; evaluación; evaluación offline,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Conveniencia del uso de la plata en el tratamiento local de heridas crónicas y quemaduras: Revisión narrativa,"Ríos Ramírez, Luis",2018,https://repositorio.uam.es/handle/10486/685159,abstracts_uam_TFG\Conveniencia_del_uso_de_la_pla_2018_77993657.txt,Heridas crónicas; Quemaduras; Plata; Curación de heridas; Infección; Chronic wounds; Burns; Silver; Wound healing; Infection,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Impacto del estigma hacia el VIH/sida en los resultados en salud de los pacientes VIH+: Proyecto de investigación,"Fernández Rodríguez, Pablo",2018,https://repositorio.uam.es/handle/10486/684813,abstracts_uam_TFG\Impacto_del_estigma_hacia_el_V_2018_2001162.txt,VIH; Síndrome de inmunodeficiencia adquirida; Estigma social; Actitud del personal de salud; Prejuicio; Estado de salud; HIV; Acquired immunodeficiency syndrome; Attitude of health personnel; Social stigma; Prejudice; Health status,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,"Prescripción de ejercicio por parte del personal de enfermería, una revisión narrativa","Salamanca Mata, Luis",2018,https://repositorio.uam.es/handle/10486/685162,abstracts_uam_TFG\Prescripci_n_de_ejercicio_por__2018_79899541.txt,Prescripción de actividad física; Educación para la salud; Ejercicio físico; Promoción de la salud; Physical activity prescription; Health education; Physical activity; Health promotion,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,¿Previene la lactancia materna la dermatitis atópica del recién nacido?,"Calero Bernal, Susana",2018,https://repositorio.uam.es/handle/10486/684701,abstracts_uam_TFG\_Previene_la_lactancia_materna_2018_15501949.txt,Alimentación infantil; Lactancia materna; Microbiota intestinal; Dermatitis atópica; Child feeding; Breastfeeding; Intestinal microbiota; Atopic dermatitis,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Gestión académica y de comunicación directa entre centros educativos y familias,"Muñoz Iglesias, Marcos",2015,https://repositorio.uam.es/handle/10486/668818,abstracts_uam_TFG\Gesti_n_acad_mica_y_de_comunic_2015_23215392.txt,Sistemas de información; Tecnología de la información; Internet en la enseñanza,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Protocolo de actuación en peritaciones informáticas,"Gómez Aparicio, Luis Miguel",2016,https://repositorio.uam.es/handle/10486/671503,abstracts_uam_TFG\Protocolo_de_actuaci_n_en_peri_2016_59147946.txt,Peritajes; Criminalística,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Modernización de la red de telefonía móvil de un operador X: Actividades de swap (2G-3G) y nuevos despliegues (3G-LTE),"Sola Rodríguez, Víctor Manuel",2016,https://repositorio.uam.es/handle/10486/671497,abstracts_uam_TFG\Modernizaci_n_de_la_red_de_tel_2016_79183672.txt,Telefonía móvil; Radiotelecomunicaciones móviles,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado de Enfermería,Percepciones de enfermeros y padres de niños hospitalizados sobre la comunicación que se establece entre ambos: una revisión narrativa,"Reyes Villoria, Jorge",2015,https://repositorio.uam.es/handle/10486/671791,abstracts_uam_TFG\Percepciones_de_enfermeros_y_p_2015_22955157.txt,Comunicación; Enfermería pediátrica; Percepciones; Padres; Niño hospitalizado; Relaciones profesional-familia; communication; nurse; pediatric nurse; perceptions; parents; child hospitalized; professional-family relations,spa
Universidad Autónoma de Madrid,Grado,Facultad de Ciencias Económicas y Empresariales,Trabajo Fin de Grado. Curso Académico 2018-2019. Grado en Gestión Aeronáutica. Calificado con Matrícula de Honor,"Análisis estratégico del grupo Binter: Pasado, presente y futuro","García Pardo, Jorge",2019,https://repositorio.uam.es/handle/10486/688819,abstracts_uam_TFG\RND_An_lisis_estrat_gico_del_grupo_2019_97631049.txt,Grupo Binter; Estrategia; Expansión; Areonáutica; Cabo Verde,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Desarrollo de un sistema eficiente de análisis de tráfico Modbus TCP para la detección de anomalías en redes SCADA,"Pascual Casado, Celia",2020,https://repositorio.uam.es/handle/10486/690306,abstracts_uam_TFG\Desarrollo_de_un_sistema_efici_2020_3301805.txt,SCADA; IDS; Modbus TCP,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Aplicación móvil de turismo multi-patrimonio,"Guerrero D'Azevedo, William Agostinho",2020,https://repositorio.uam.es/handle/10486/692889,abstracts_uam_TFG\Aplicaci_n_m_vil_de_turismo_mu_2020_41204728.txt,Madrid; Spring Framework; América Latina,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Desarrollo de sistema de análisis automático de phishing,"Frontera Díaz de Quintana, Sergio",2020,https://repositorio.uam.es/handle/10486/692858,abstracts_uam_TFG\Desarrollo_de_sistema_de_an_li_2020_4990963.txt,Phishing; Kits de phishing; Fraude online,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Desarrollo de un sistema cortafuegos modular basado en XDP,"Gallardo Romero, Iván",2020,https://repositorio.uam.es/handle/10486/692862,abstracts_uam_TFG\Desarrollo_de_un_sistema_corta_2020_34469257.txt,Cortafuegos; Metodologías ágiles; Filtrado de paquetes,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Diseño de una Birdcage Coil de radiofrecuencia para escáneres de resonancia magnética a 1.5 Tesla usando modelos circuitales equivalentes,"Carrión Díaz, Pablo Andrés",2020,https://repositorio.uam.es/handle/10486/692817,abstracts_uam_TFG\Dise_o_de_una_Birdcage_Coil_de_2020_37971494.txt,Imagen por resonancia magnética (IRM); Resonancia magnética nuclear (RMN); Resonador Birdcage Coil,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Antenas MIMO,"Elian Elias, Jamil",2020,https://repositorio.uam.es/handle/10486/692853,abstracts_uam_TFG\Antenas_MIMO_2020_88540402.txt,MIMO; Aislamiento; Acoplamiento,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Diarios de UCI y estrés postraumático: aproximación a la eficacia y experiencias vividas mediante un método mixto,"Velasco Cardiel, Noelia",2018,https://repositorio.uam.es/handle/10486/684682,abstracts_uam_TFG\Diarios_de_UCI_y_estr_s_postra_2018_97739293.txt,Agitación psicomotora; Ansiedad; Delirio; Depresión; Diario de UCI; Dolor; Síndrome post cuidados intensivos; Trastornos por estrés postraumático; Triada de UCI; Sedación; Anxiety; Delirium; Depression; ICU Diary; ICU triad; Pain; Psychomotor agitation; Sedation; Stress disorders post-traumatic; Post-intensive care syndrome,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,El cribado nutricional como parte de los cuidados enfermeros,"Hernández Mellado, Ana",2018,https://repositorio.uam.es/handle/10486/684882,abstracts_uam_TFG\El_cribado_nutricional_como_pa_2018_38291282.txt,Valoración nutricional; Estado nutricional; Conocimientos; Actitudes; Enfermeras/os; Nutrition assessment; Nutritional status; Knowledge; Nursing knowledge; Attitudes; Nurses; Nursing,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Estudio y análisis de la docencia universitaria en Ingeniería Informática,"Barroso Montes, Fernando",2020,https://repositorio.uam.es/handle/10486/692761,abstracts_uam_TFG\Estudio_y_an_lisis_de_la_docen_2020_50431366.txt,Ingeniería Informática; ECTS; Plan de estudios,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Obesidad infantily salud cardiovascular,"Colsa Iglesias, Beatriz de",2018,https://repositorio.uam.es/handle/10486/684708,abstracts_uam_TFG\Obesidad_infantily_salud_cardi_2018_43303899.txt,Obesidad infantil; Enfermedad cardiovascular; Gestación y lactancia; Papel de enfermería; Childhood obesity; Cardiovascular disease; Pregnancy/gestation; Breastfeeding/ lactation and nursing role,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Atención al adolescente en centros de atención primaria,"García Rodríguez, Francisco Javier",2018,https://repositorio.uam.es/handle/10486/684720,abstracts_uam_TFG\Atenci_n_al_adolescente_en_cen_2018_47055353.txt,Adolescente; Atención primaria de salud; Servicios de salud del adolescente; Adolescent; Primary health sare; Adolescent health services,spa
Universidad Autónoma de Madrid,Grado,Facultad de Ciencias Económicas y Empresariales,Trabajo Fin de Grado. Curso Académico 2018-2019. Grado en Economía,The airbnb effect on the rental market: The case of Madrid,"Casanova Ferrando, Jorge Luis",2019,https://repositorio.uam.es/handle/10486/688817,abstracts_uam_TFG\The_airbnb_effect_on_the_renta_2019_95853704.txt,Airbnb; Housing rents; Endogeneity; Spatial dependence,eng
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Adherencia terapéutica en pacientes con tuberculosis,"López Fuente, Cristina",2018,https://repositorio.uam.es/handle/10486/684901,abstracts_uam_TFG\Adherencia_terap_utica_en_paci_2018_67125007.txt,Adherencia al tratamiento; Cumplimiento; Tuberculosis; Educación para la salud; Medication adherence; Patient compliance; Tuberculosis; Health education,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Influencia de las emociones en la conducta alimentaria,"Fernández Lucas, Lidia María",2018,https://repositorio.uam.es/handle/10486/684855,abstracts_uam_TFG\Influencia_de_las_emociones_en_2018_52235539.txt,Comedor emocional; Estilo de vida; Obesidad; Hormonas; Emociones; Apetito; Genes; Emotional eating; Lifestyle; Obesity; Hormones; Emotions; Appetite; Genes; Sueño; sleep,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Proyecto de investigación sobre la situación de salud de las drag queens de la comunidad autónoma de Madrid,"Serrano Villegas, Rodrigo",2018,https://repositorio.uam.es/handle/10486/685179,abstracts_uam_TFG\Proyecto_de_investigaci_n_sobr_2018_36634951.txt,Drag queen; Expresión de género; Situación de salud; Metodología cualitativa; Entrevista en profundidad; Observación participante; Drag Queens; gender expression; health situation; qualitative methology; in-depth interview; participant observation,spa
